time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2019-12-29T13:18:06.464Z,4.4091,125.1504,65.42,4.7,mb,,88,2.677,1.16,us,us70006s6j,2019-12-29T14:11:18.040Z,"115km SSW of Sarangani, Philippines",earthquake,8.4,8.2,0.09,38,reviewed,us,us
2019-12-29T12:03:55.928Z,4.6257,125.3181,49.65,4.8,mb,,94,2.441,0.64,us,us70006s64,2019-12-29T12:52:40.040Z,"87km S of Sarangani, Philippines",earthquake,5.6,7.7,0.069,65,reviewed,us,us
2019-12-29T11:26:44.610Z,17.9073,-66.8258,6,3.01,md,13,215,0.0863,0.1,pr,pr2019363033,2019-12-29T11:56:36.150Z,"9km S of Indios, Puerto Rico",earthquake,0.57,0.37,0.11,11,reviewed,pr,pr
2019-12-29T11:25:23.524Z,55.1467,160.6628,118.92,4.5,mb,,79,2.435,0.47,us,us70006s5t,2019-12-29T13:13:21.040Z,"151km SE of Esso, Russia",earthquake,10.4,7.6,0.042,169,reviewed,us,us
2019-12-29T11:21:54.840Z,19.2285,-67.7888,32,3.16,md,12,319,0.8991,0.51,pr,pr2019363157,2019-12-30T11:30:23.736Z,"96km NE of Punta Cana, Dominican Republic",earthquake,3.43,30.87,0.29,12,reviewed,pr,pr
2019-12-29T11:20:09.383Z,40.3223,42.1121,10,4.4,mb,,73,0.804,0.61,us,us70006s5q,2019-12-29T14:57:38.339Z,"20km E of Narman, Turkey",earthquake,4.8,1.9,0.13,17,reviewed,us,us
2019-12-29T11:19:10.510Z,17.898,-66.867,6,2.71,md,14,221,0.0781,0.14,pr,pr2019363032,2019-12-29T11:53:25.040Z,"16km SSE of Guanica, Puerto Rico",earthquake,0.74,0.37,0.41,13,reviewed,pr,pr
2019-12-29T10:28:31.050Z,17.916,-66.8335,6,2.73,md,10,226,0.0747,0.26,pr,pr2019363153,2019-12-30T09:53:40.839Z,"8km S of Indios, Puerto Rico",earthquake,1.09,0.62,0.28,8,reviewed,pr,pr
2019-12-29T10:22:07.551Z,13.8109,-92.8478,10,4.4,mb,,199,1.324,0.8,us,us70006s5i,2019-12-29T12:03:05.040Z,"104km SW of Ocos, Guatemala",earthquake,9.6,2,0.062,76,reviewed,us,us
2019-12-29T10:07:09.668Z,55.4267,-162.9891,197.1,2.9,ml,,,,0.61,ak,ak019goi2u8m,2019-12-29T10:15:57.962Z,"31km NNW of Cold Bay, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2019-12-29T09:16:50.590Z,18.3636,-68.298,69,2.76,md,4,342,1.2266,0.44,pr,pr2019363145,2019-12-30T07:25:57.128Z,"26km SSE of Punta Cana, Dominican Republic",earthquake,7.93,11.01,0.23,4,reviewed,pr,pr
2019-12-29T09:12:14.074Z,4.6441,125.3147,10,5.2,mww,,37,2.424,1.08,us,us70006s54,2019-12-29T09:29:50.040Z,"85km S of Sarangani, Philippines",earthquake,6.7,1.8,0.078,16,reviewed,us,us
2019-12-29T09:09:45.250Z,19.5093327,-155.6618347,0.55,2.72,ml,50,44,0.03891,0.28,hv,hv71307497,2019-12-29T09:33:16.040Z,"22km ENE of Honaunau-Napoopoo, Hawaii",earthquake,0.39,1.23,3.14,29,automatic,hv,hv
2019-12-29T09:03:29.860Z,19.3483,-67.8033,8,3.47,md,7,329,1.1202,0.33,pr,pr2019363139,2019-12-30T07:21:50.761Z,"105km NE of Punta Cana, Dominican Republic",earthquake,15.53,21.77,0.09,6,reviewed,pr,pr
2019-12-29T08:11:13.090Z,17.8905,-66.8208,8,2.54,md,12,221,0.1028,0.15,pr,pr2019363140,2019-12-30T09:03:11.842Z,"11km S of Indios, Puerto Rico",earthquake,0.79,1.27,0.33,8,reviewed,pr,pr
2019-12-29T08:08:37.647Z,61.35,-150.2594,35.4,2.6,ml,,,,0.65,ak,ak019gogw8o8,2019-12-29T19:24:38.342Z,"24km NW of Anchorage, Alaska",earthquake,,1.3,,,automatic,ak,ak
2019-12-29T08:00:13.590Z,19.129,-67.1423,8,2.64,md,3,357,0.9549,0.27,pr,pr2019363137,2019-12-30T04:12:15.541Z,"70km N of Isabela, Puerto Rico",earthquake,18.75,19.87,0.28,3,reviewed,pr,pr
2019-12-29T07:57:58.000Z,17.883,-66.8498,6,2.74,md,12,224,0.0967,0.17,pr,pr2019363019,2019-12-29T08:26:24.228Z,"11km SSE of Guanica, Puerto Rico",earthquake,0.77,0.36,0.26,11,reviewed,pr,pr
2019-12-29T07:20:27.230Z,17.91,-66.8623,5,2.59,md,12,228,0.0673,0.17,pr,pr2019363018,2019-12-29T11:25:31.445Z,"8km SE of Guanica, Puerto Rico",earthquake,0.86,0.53,0.46,12,reviewed,pr,pr
2019-12-29T06:34:25.467Z,3.1424,123.8263,414.47,4.5,mb,,89,3.65,0.91,us,us70006s4e,2019-12-29T07:06:02.040Z,"215km NNW of Manado, Indonesia",earthquake,7.7,9.8,0.096,32,reviewed,us,us
2019-12-29T06:33:40.828Z,-21.0786,-67.6947,219.41,4.1,mb,,48,1.608,0.82,us,us70006s4c,2019-12-29T07:18:56.040Z,"113km SW of Uyuni, Bolivia",earthquake,6.8,10.1,0.197,7,reviewed,us,us
2019-12-29T06:33:10.630Z,17.9231,-66.8718,6,2.74,md,14,212,0.0525,0.15,pr,pr2019363017,2019-12-29T07:59:24.526Z,"6km SE of Guanica, Puerto Rico",earthquake,0.57,0.32,0.43,14,reviewed,pr,pr
2019-12-29T06:28:49.870Z,17.9163,-66.8815,5,2.94,md,14,215,0.0588,0.21,pr,pr2019363016,2019-12-29T09:19:32.728Z,"13km SSE of Guanica, Puerto Rico",earthquake,0.98,0.58,0.37,13,reviewed,pr,pr
2019-12-29T06:08:46.853Z,31.6448,-104.3132,5,2.9,mb_lg,,67,0.374,0.29,us,us70006s47,2019-12-29T06:32:30.040Z,"68km W of Mentone, Texas",earthquake,1,1.9,0.079,61,reviewed,us,us
2019-12-29T06:07:33.840Z,51.547,-178.4621667,10.29,3.06,ml,13,199,,0.23,av,av62117271,2019-12-30T19:11:16.970Z,"43km SSW of Tanaga Volcano, Alaska",earthquake,0.78,1.63,0.256,14,reviewed,av,av
2019-12-29T05:49:07.820Z,17.925,-66.863,4,3.55,md,14,211,0.0527,0.17,pr,pr2019363010,2019-12-29T17:18:27.705Z,"12km SE of Guanica, Puerto Rico",earthquake,0.71,0.41,0.23,9,reviewed,pr,pr
2019-12-29T05:39:01.180Z,58.9577,-154.4192,129.4,2.7,ml,,,,0.78,ak,ak019gofaid2,2019-12-29T05:44:06.429Z,"92km SSE of Old Iliamna, Alaska",earthquake,,0.7,,,automatic,ak,ak
2019-12-29T04:40:27.410Z,19.2706,-67.8411,10,3.11,md,7,332,1.0852,0.43,pr,pr2019363075,2019-12-29T19:14:03.400Z,"96km NE of Punta Cana, Dominican Republic",earthquake,3.95,31.61,0.15,7,reviewed,pr,pr
2019-12-29T04:27:09.519Z,61.6414,-150.9081,48.9,2.7,ml,,,,0.64,ak,ak019goemir8,2019-12-29T05:06:53.040Z,"47km WSW of Willow, Alaska",earthquake,,0.7,,,automatic,ak,ak
2019-12-29T03:58:00.700Z,17.917,-66.8326,6,2.94,md,11,209,0.0745,0.23,pr,pr2019363014,2019-12-29T07:28:21.461Z,"8km S of Indios, Puerto Rico",earthquake,0.87,0.62,0.35,10,reviewed,pr,pr
2019-12-29T03:36:13.332Z,60.3263,-137.9538,0,2.5,ml,,,,1.01,ak,ak019goe30s9,2019-12-29T03:45:48.915Z,"53km SSW of Haines Junction, Canada",earthquake,,0.6,,,automatic,ak,ak
2019-12-29T03:31:13.630Z,17.9018,-66.8286,5,2.77,md,6,233,0.0891,0.09,pr,pr2019363067,2019-12-29T20:07:00.557Z,"10km S of Indios, Puerto Rico",earthquake,0.83,0.47,0.25,2,reviewed,pr,pr
2019-12-29T02:55:08.060Z,17.9236,-66.8778,6,2.55,md,9,222,0.0515,0.05,pr,pr2019363040,2019-12-29T13:57:48.853Z,"6km SSE of Guanica, Puerto Rico",earthquake,0.75,0.26,0.34,7,reviewed,pr,pr
2019-12-29T02:50:42.440Z,17.9046,-66.8208,6,2.5,md,5,231,0.0915,0.12,pr,pr2019363038,2019-12-29T13:56:04.300Z,"9km S of Indios, Puerto Rico",earthquake,0.95,0.42,0.3,5,reviewed,pr,pr
2019-12-29T02:43:01.650Z,17.9425,-66.8626,4,3.05,md,14,201,0.0366,0.27,pr,pr2019363012,2019-12-29T07:08:49.925Z,"4km SE of Maria Antonia, Puerto Rico",earthquake,0.91,0.65,0.3,10,reviewed,pr,pr
2019-12-29T02:37:49.960Z,17.8793,-66.8246,6,2.82,md,14,224,0.1103,0.13,pr,pr2019363013,2019-12-29T07:25:48.655Z,"12km S of Indios, Puerto Rico",earthquake,0.75,0.36,0.42,14,reviewed,pr,pr
2019-12-29T02:30:57.230Z,17.9123,-66.875,6,2.82,md,14,217,0.0629,0.11,pr,pr2019363011,2019-12-29T07:26:02.687Z,"7km SSE of Guanica, Puerto Rico",earthquake,0.59,0.32,0.43,14,reviewed,pr,pr
2019-12-29T02:02:06.270Z,17.9156,-66.8225,6,2.73,md,11,225,0.0822,0.2,pr,pr2019363009,2019-12-29T06:37:37.971Z,"8km S of Indios, Puerto Rico",earthquake,0.94,0.58,0.44,8,reviewed,pr,pr
2019-12-29T01:56:43.680Z,17.9088,-66.8203,5,2.51,md,11,230,0.0887,0.2,pr,pr2019363053,2019-12-29T18:35:29.420Z,"9km S of Indios, Puerto Rico",earthquake,0.92,0.55,0.3,10,reviewed,pr,pr
2019-12-29T01:46:40.540Z,38.0863342,-118.8363342,3.47,2.79,ml,33,161,0.3359,0.06,nc,nc73320906,2019-12-30T02:08:06.550Z,"21km SE of Bodie, CA",earthquake,0.39,3.83,0.183,11,automatic,nc,nc
2019-12-29T01:44:25.526Z,29.3174,143.0572,10,4.9,mb,,138,2.343,0.83,us,us70006s2x,2019-12-29T02:17:47.040Z,"260km NNE of Chichi-shima, Japan",earthquake,11,1.9,0.108,27,reviewed,us,us
2019-12-29T01:33:21.700Z,17.9338,-66.878,6,2.86,md,13,208,0.0413,0.1,pr,pr2019363008,2019-12-29T06:33:55.872Z,"5km SE of Guanica, Puerto Rico",earthquake,0.54,0.19,0.33,13,reviewed,pr,pr
2019-12-29T01:21:14.590Z,17.9308,-66.8363,3,4.7,ml,17,205,0.0617,0.18,pr,pr2019363003,2019-12-29T17:34:30.955Z,"11km S of Indios, Puerto Rico",earthquake,0.86,0.53,0.29,13,reviewed,pr,pr
2019-12-29T01:13:25.160Z,-0.4979,-91.253,10,4.5,mb,,99,0.982,0.83,us,us70006s2g,2019-12-29T02:38:39.040Z,"59km NNW of Puerto Villamil, Ecuador",earthquake,9.4,1.9,0.075,53,reviewed,us,us
2019-12-29T01:06:00.130Z,17.8846,-66.864,6,5,ml,18,222,0.1992,0.24,pr,pr2019363002,2019-12-31T03:19:38.350Z,"10km S of Indios, Puerto Rico",earthquake,1.36,0.96,0,0,reviewed,pr,pr
2019-12-29T00:50:34.510Z,17.9018,-66.8708,4,2.83,md,14,221,0.0738,0.27,pr,pr2019363007,2019-12-29T10:15:14.549Z,"8km SSE of Guanica, Puerto Rico",earthquake,1.13,0.58,0.37,13,reviewed,pr,pr
2019-12-29T00:36:30.470Z,17.9501,-66.8565,6,2.89,md,12,206,0.0338,0.32,pr,pr2019363020,2019-12-29T10:15:00.713Z,"4km SE of Maria Antonia, Puerto Rico",earthquake,1.08,0.78,0.37,9,reviewed,pr,pr
2019-12-29T00:34:01.740Z,17.9338,-66.8535,6,3.5,ml,14,205,0.0486,0.18,pr,pr2019363001,2019-12-29T17:11:28.355Z,"12km SE of Guanica, Puerto Rico",earthquake,0.76,0.43,0.22,8,reviewed,pr,pr
2019-12-29T00:16:50.490Z,17.93,-66.8748,6,2.6,md,14,209,0.0453,0.14,pr,pr2019363006,2019-12-29T05:34:38.624Z,"5km SE of Guanica, Puerto Rico",earthquake,0.51,0.22,0.35,13,reviewed,pr,pr
2019-12-29T00:11:11.871Z,-14.9121,-71.9027,133.31,4.6,mb,,144,3.535,0.97,us,us70006s1l,2019-12-29T00:34:00.040Z,"55km SSE of Santo Tomas, Peru",earthquake,11,8.9,0.087,40,reviewed,us,us
2019-12-29T00:06:39.680Z,17.9243,-66.8418,6,3.86,md,15,208,0.0631,0.27,pr,pr2019363000,2019-12-29T17:10:38.325Z,"13km S of Indios, Puerto Rico",earthquake,1.06,0.68,0.22,11,reviewed,pr,pr
2019-12-29T00:00:20.850Z,17.8988,-66.8606,6,2.62,md,13,220,0.0785,0.21,pr,pr2019363004,2019-12-29T04:42:29.138Z,"9km SSE of Guanica, Puerto Rico",earthquake,0.74,0.42,0.44,12,reviewed,pr,pr
2019-12-28T23:35:59.460Z,17.9035,-66.8483,6,3.65,ml,14,218,0.078,0.13,pr,pr2019362025,2019-12-29T17:08:35.675Z,"11km S of Indios, Puerto Rico",earthquake,0.74,0.38,0.28,14,reviewed,pr,pr
2019-12-28T23:25:35.700Z,17.9255,-66.8638,6,2.72,md,10,221,0.0519,0.25,pr,pr2019362028,2019-12-29T04:24:56.836Z,"6km SE of Guanica, Puerto Rico",earthquake,0.89,0.47,0.56,8,reviewed,pr,pr
2019-12-28T23:18:23.530Z,17.9443,-66.8745,7,2.63,md,9,211,0.0312,0.15,pr,pr2019362027,2019-12-29T04:25:12.547Z,"4km SE of Guanica, Puerto Rico",earthquake,0.89,0.31,0.29,7,reviewed,pr,pr
2019-12-28T22:49:16.082Z,-30.3842,-177.6075,10,5.1,mb,,108,1.169,1.12,us,us70006s0k,2019-12-28T23:28:54.948Z,"127km SSE of Raoul Island, New Zealand",earthquake,9.7,1.9,0.082,49,reviewed,us,us
2019-12-28T22:46:26.050Z,17.9146,-66.852,7,2.95,md,14,214,0.0663,0.13,pr,pr2019362026,2019-12-29T04:22:40.659Z,"10km SSE of Guanica, Puerto Rico",earthquake,0.78,0.36,0.44,13,reviewed,pr,pr
2019-12-28T22:40:02.523Z,-33.0776,-70.2349,111.86,4.4,mb,,87,0.337,0.26,us,us70006s0c,2019-12-29T05:10:26.529Z,"43km SE of Los Andes, Chile",earthquake,5.6,5.2,0.189,8,reviewed,us,us
2019-12-28T22:35:37.830Z,17.9371,-66.8661,6,4.7,ml,17,204,0.0402,0.23,pr,pr2019362024,2019-12-29T01:02:28.351Z,"5km SE of Guanica, Puerto Rico",earthquake,1.02,0.58,0.41,13,reviewed,pr,pr
2019-12-28T22:29:38.811Z,39.014,74.802,10,4.5,mb,,67,2.373,1,us,us70006s04,2019-12-29T05:39:57.040Z,"107km E of Karakul, Tajikistan",earthquake,6.1,1.8,0.118,21,reviewed,us,us
2019-12-28T22:16:04.615Z,69.1316,-144.6906,1.51,2.7,ml,,148,0.63,0.7,us,us70006s00,2019-12-29T03:35:29.040Z,"117km NNE of Arctic Village, Alaska",earthquake,1.9,9.2,0.04,82,reviewed,us,us
2019-12-28T21:52:50.600Z,19.1766,-67.2043,24,3.09,md,4,337,0.7152,0.42,pr,pr2019362023,2019-12-29T03:59:52.646Z,"76km N of San Antonio, Puerto Rico",earthquake,7.58,27.94,0.04,3,reviewed,pr,pr
2019-12-28T21:34:07.940Z,38.282,23.3984,19.35,4.2,mb,,69,1.605,0.87,us,us70006rzm,2019-12-30T10:15:28.132Z,"8km SE of Thivai, Greece",earthquake,5.5,2.8,0.147,13,reviewed,us,us
2019-12-28T21:34:05.170Z,18.8486671,-155.2234955,9.08,2.58,ml,28,266,0.3796,0.16,hv,hv71306677,2019-12-29T03:42:01.040Z,"47km SE of Pahala, Hawaii",earthquake,1.18,0.82,0.1,4,automatic,hv,hv
2019-12-28T21:00:26.765Z,-19.528,-177.7772,405.59,4.2,mb,,85,4.333,1.15,us,us70006rzq,2019-12-28T22:39:54.040Z,"157km NE of Ndoi Island, Fiji",earthquake,11.9,7,0.106,25,reviewed,us,us
2019-12-28T20:07:32.688Z,41.9975,-126.1655,10,2.7,ml,,246,1.459,0.58,us,us70006rz1,2019-12-28T22:18:27.040Z,"151km WSW of Gold Beach, Oregon",earthquake,8.9,2,0.041,80,reviewed,us,us
2019-12-28T19:52:09.880Z,19.3301,-64.8876,33,3.63,md,10,336,1.5282,0.07,pr,pr2019362021,2019-12-29T05:25:51.040Z,"101km N of Road Town, British Virgin Islands",earthquake,1.44,9.55,0.08,7,reviewed,pr,pr
2019-12-28T19:00:26.790Z,17.8825,-66.5861,8,2.76,md,14,213,0.1616,0.16,pr,pr2019362018,2019-12-28T23:37:16.061Z,"16km SSW of Potala Pastillo, Puerto Rico",earthquake,0.66,0.97,0.43,13,reviewed,pr,pr
2019-12-28T18:53:19.110Z,19.118,-67.948,26,3.24,md,13,326,0.8706,0.49,pr,pr2019362017,2019-12-28T21:40:06.040Z,"85km NE of Punta Cana, Dominican Republic",earthquake,3.19,33.02,0.33,10,reviewed,pr,pr
2019-12-28T18:49:56.239Z,-21.7642,173.4062,52.09,4.8,mb,,123,5.587,0.69,us,us70006rye,2019-12-28T19:08:09.040Z,"121km W of Ceva-i-Ra, Fiji",earthquake,7.8,5.7,0.089,43,reviewed,us,us
2019-12-28T18:47:12.958Z,-21.7571,173.5327,36.02,4.4,mb,,270,5.704,0.63,us,us70006ryi,2019-12-28T19:21:21.040Z,"108km W of Ceva-i-Ra, Fiji",earthquake,21.7,14.8,0.189,9,reviewed,us,us
2019-12-28T18:25:44.849Z,1.4476,128.5553,59.31,5,mb,,45,1.364,0.9,us,us70006ry8,2019-12-28T18:44:48.040Z,"68km ESE of Tobelo, Indonesia",earthquake,6.1,7.1,0.054,111,reviewed,us,us
2019-12-28T17:23:32.020Z,33.9266667,-117.8765,8.66,3.2,ml,136,16,0.04347,0.24,ci,ci39015759,2019-12-30T18:03:28.437Z,"2km ENE of Brea, CA",earthquake,0.13,0.36,0.152,218,reviewed,ci,ci
2019-12-28T17:12:44.310Z,17.8995,-66.5885,12,2.69,md,13,210,0.1444,0.26,pr,pr2019362016,2019-12-28T19:40:29.040Z,"12km SW of Potala Pastillo, Puerto Rico",earthquake,0.79,0.68,0.36,9,reviewed,pr,pr
2019-12-28T15:36:38.636Z,43.3183,-127.0085,10,3,ml,,267,2.008,1.18,us,us70006rx3,2019-12-28T17:11:15.040Z,"212km W of Bandon, Oregon",earthquake,5.6,2,0.05,52,reviewed,us,us
2019-12-28T15:36:35.611Z,-44.5653,37.087,10,5.5,mww,,55,14.005,0.83,us,us70006rx5,2019-12-30T17:12:44.040Z,"265km NNW of Marion Island, Prince Edward Islands",earthquake,10.2,1.9,0.08,15,reviewed,us,us
2019-12-28T15:31:26.690Z,51.7373,-179.7477,96.2,3.9,ml,,,,0.42,ak,ak019gmxnu5k,2019-12-28T23:42:57.794Z,"50km ESE of Semisopochnoi Island, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2019-12-28T13:26:01.707Z,56.4322,-148.7443,10,3,ml,,,,0.78,ak,ak019gmwfvqg,2019-12-28T23:36:54.611Z,"268km ESE of Kodiak, Alaska",earthquake,,0,,,reviewed,ak,ak
2019-12-28T12:32:09.730Z,17.8911,-66.5885,11,2.72,md,14,211,0.1527,0.22,pr,pr2019362007,2019-12-28T14:01:49.841Z,"13km S of Ponce, Puerto Rico",earthquake,0.78,0.68,0.44,13,reviewed,pr,pr
2019-12-28T12:24:45.289Z,37.6609,141.9357,47.41,4.4,mb,,156,2.936,0.42,us,us70006rw1,2019-12-28T13:21:47.040Z,"84km ENE of Namie, Japan",earthquake,8.9,5.9,0.123,19,reviewed,us,us
2019-12-28T12:17:36.905Z,60.5399,-152.8904,131.6,2.5,ml,,,,0.66,ak,ak019gmvsk0u,2019-12-28T12:22:17.621Z,"10km NW of Redoubt Volcano, Alaska",earthquake,,1,,,automatic,ak,ak
2019-12-28T12:08:32.697Z,-6.4547,130.2209,139.97,4.9,mb,,75,1.856,0.77,us,us70006rvr,2019-12-28T12:27:30.040Z,"204km NW of Saumlaki, Indonesia",earthquake,5.9,7.2,0.098,33,reviewed,us,us
2019-12-28T11:52:54.030Z,17.8956,-66.5878,11,2.63,md,6,254,0.1483,0.22,pr,pr2019362010,2019-12-28T16:36:06.451Z,"13km SSE of Ponce, Puerto Rico",earthquake,1.32,1.02,0.07,4,reviewed,pr,pr
2019-12-28T11:03:48.947Z,42.0139,-126.0658,10,3.9,mb,,250,1.383,0.96,us,us70006rvc,2019-12-28T18:10:54.680Z,"142km WSW of Gold Beach, Oregon",earthquake,7.7,2,0.112,21,reviewed,us,us
2019-12-28T10:54:42.658Z,31.1613,-103.2425,5,3,mb_lg,,51,0.25,0.44,us,us70006rvb,2019-12-28T11:10:43.040Z,"37km SE of Pecos, Texas",earthquake,1.7,1.9,0.079,61,reviewed,us,us
2019-12-28T10:51:37.280Z,19.1311,-66.6983,34,2.81,md,3,354,1.0309,0.23,pr,pr2019362015,2019-12-28T22:46:49.092Z,"72km N of Arecibo, Puerto Rico",earthquake,10.46,19.14,0.14,3,reviewed,pr,pr
2019-12-28T10:39:58.250Z,19.3635,-64.8258,49,3.66,md,14,329,1.5933,0.32,pr,pr2019362006,2019-12-28T11:35:57.040Z,"109km N of Road Town, British Virgin Islands",earthquake,4.28,17.29,0.33,9,reviewed,pr,pr
2019-12-28T10:24:59.512Z,42.0357,-126.1113,10,4.3,mwr,,231,1.413,1.09,us,us70006rv7,2019-12-30T06:54:31.132Z,"145km WSW of Gold Beach, Oregon",earthquake,3.6,2,0.03,107,reviewed,us,us
2019-12-28T10:20:28.161Z,33.0013,46.5702,10,4.5,mb,,98,2.225,0.56,us,us70006rv6,2019-12-28T10:37:36.040Z,"40km ESE of Mehran, Iran",earthquake,8.5,1.9,0.095,33,reviewed,us,us
2019-12-28T09:09:50.290Z,18.8056,-65.4585,15,2.94,md,3,353,1.7449,0.2,pr,pr2019362014,2019-12-28T16:31:01.259Z,"55km NNE of Luquillo, Puerto Rico",earthquake,8.54,16.58,0,3,reviewed,pr,pr
2019-12-28T08:49:01.680Z,0.5796,92.701,10,4.6,mb,,118,4.926,0.8,us,us70006rum,2019-12-28T09:06:52.040Z,"Off the west coast of northern Sumatra",earthquake,9,1.9,0.095,33,reviewed,us,us
2019-12-28T08:43:29.490Z,35.6155,-117.4203333,9.77,3.15,ml,42,31,0.04474,0.13,ci,ci39015367,2019-12-30T17:46:32.430Z,"17km SSW of Trona, CA",earthquake,0.14,0.24,0.148,113,reviewed,ci,ci
2019-12-28T08:38:14.439Z,5.4056,127.1365,78.41,4.7,mb,,118,2.265,0.79,us,us70006rus,2019-12-28T09:29:15.040Z,"149km SE of Pondaguitan, Philippines",earthquake,7.4,7.6,0.081,47,reviewed,us,us
2019-12-28T07:35:17.710Z,35.8253326,-117.6481705,3.97,2.56,ml,42,28,0.04227,0.16,ci,ci39015311,2019-12-28T07:59:47.346Z,"23km N of Ridgecrest, CA",earthquake,0.21,0.56,0.238,24,automatic,ci,ci
2019-12-28T07:23:37.084Z,-6.2274,130.2536,149.52,4.6,mb,,91,2.028,0.97,us,us70006ru2,2019-12-28T07:58:28.040Z,"223km NNW of Saumlaki, Indonesia",earthquake,9.4,7.2,0.095,33,reviewed,us,us
2019-12-28T07:11:47.750Z,33.1773333,-116.374,10.79,2.73,ml,91,24,0.09758,0.22,ci,ci39015247,2019-12-28T18:41:23.842Z,"9km S of Borrego Springs, CA",earthquake,0.19,0.51,0.242,25,automatic,ci,ci
2019-12-28T07:09:27.758Z,44.0957,-129.8671,10,3.7,ml,,293,4.335,0.5,us,us70006rtm,2019-12-28T10:57:03.040Z,"Off the coast of Oregon",earthquake,5.7,2,0.062,34,reviewed,us,us
2019-12-28T07:06:22.660Z,19.109,-65.2656,17,4.4,ml,15,300,1.1292,0.29,pr,pr2019362003,2019-12-28T15:08:58.534Z,"83km N of Culebra, Puerto Rico",earthquake,7.19,14.66,0.43,12,reviewed,pr,pr
