time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2019-12-28T06:41:04.300Z,19.6401,-65.6045,40,3.16,md,3,328,1.5178,0.16,pr,pr2019362005,2019-12-28T11:08:02.040Z,"127km N of Vieques, Puerto Rico",earthquake,2.32,15.33,0.08,3,reviewed,pr,pr
2019-12-28T05:57:03.337Z,-10.7413,-78.2695,50.65,4.2,mb,,184,1.869,0.78,us,us70006rt6,2019-12-28T07:30:58.924Z,"48km W of Paramonga, Peru",earthquake,12.3,13.6,0.176,9,reviewed,us,us
2019-12-28T05:22:21.440Z,39.3419,-29.8949,10,4.6,mb,,81,3.771,0.59,us,us70006rt7,2019-12-28T06:20:48.040Z,"105km E of Santa Cruz das Flores, Portugal",earthquake,10,1.9,0.083,44,reviewed,us,us
2019-12-28T04:35:39.010Z,18.6745,-66.729,14,3.16,md,12,231,0.2806,0.25,pr,pr2019362001,2019-12-28T05:03:26.040Z,"21km N of Arecibo, Puerto Rico",earthquake,0.99,1.14,0.4,12,reviewed,pr,pr
2019-12-28T04:14:52.703Z,-55.7385,-27.2562,35,5,mb,,194,5.509,0.76,us,us70006rss,2019-12-28T04:32:28.040Z,"107km N of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,8.5,2,0.093,37,reviewed,us,us
2019-12-28T02:34:32.361Z,58.9177,158.7851,15.42,5.1,mb,,108,4.168,0.88,us,us70006rsk,2019-12-28T02:52:58.040Z,"71km WSW of Palana, Russia",earthquake,9.9,4.6,0.029,376,reviewed,us,us
2019-12-28T01:59:38.287Z,5.2285,125.983,89.31,4.9,mb,,112,1.872,0.66,us,us70006rsi,2019-12-28T02:16:39.040Z,"60km ESE of Sarangani, Philippines",earthquake,9.4,9.1,0.117,23,reviewed,us,us
2019-12-28T01:48:38.604Z,35.7139,32.1145,58.18,4.2,mb,,122,1.246,1.05,us,us70006rsh,2019-12-28T03:18:38.040Z,"64km SSW of Gazipasa, Turkey",earthquake,4.9,13.4,0.167,10,reviewed,us,us
2019-12-28T01:00:40.681Z,51.2967,-177.0883,35,4.2,mb,,191,0.473,0.79,us,us70006rsf,2019-12-28T09:03:07.435Z,"71km SSW of Adak, Alaska",earthquake,4.4,1.9,0.14,14,reviewed,us,us
2019-12-28T00:08:47.777Z,38.5157,90.1533,10,4.1,mb,,89,8.827,0.89,us,us70006rrz,2019-12-30T06:09:47.040Z,"Xinjiang-Qinghai border region, China",earthquake,5.8,1.9,0.127,17,reviewed,us,us
2019-12-27T23:58:35.240Z,17.9426,-66.33,5,2.65,md,14,207,0.2452,0.35,pr,pr2019361020,2019-12-30T06:05:53.040Z,"6km SSE of Jauca, Puerto Rico",earthquake,0.98,1.28,0.42,13,reviewed,pr,pr
2019-12-27T23:41:56.953Z,24.0667,123.4953,48.35,4.1,mb,,93,0.595,0.84,us,us70006rs4,2019-12-30T06:04:44.153Z,"67km SE of Yonakuni, Japan",earthquake,7.3,7.1,0.109,23,reviewed,us,us
2019-12-27T23:06:31.545Z,59.5045,-136.896,2.08,2.7,ml,,120,0.446,0.97,us,us70006rr9,2019-12-30T04:23:06.440Z,"88km WNW of Haines, Alaska",earthquake,3.8,8,0.044,67,reviewed,us,us
2019-12-27T21:43:31.775Z,51.183,175.8707,10,4.9,mww,,134,1.817,0.74,us,us70006rql,2019-12-30T21:53:33.466Z,"130km S of Buldir Island, Alaska",earthquake,5.4,1.8,0.098,10,reviewed,us,us
2019-12-27T19:31:23.982Z,65.3598,-163.0474,0,2.6,ml,,,,1.89,ak,ak019glci7ta,2019-12-28T16:48:12.040Z,"149km NE of Nome, Alaska",earthquake,,0.7,,,automatic,ak,ak
2019-12-27T18:50:44.390Z,-23.2983,-69.3741,83.01,4.2,mwr,,53,0.617,0.91,us,us70006rnd,2019-12-28T16:15:47.040Z,"102km SSW of Calama, Chile",earthquake,4.1,4.7,0.049,40,reviewed,us,us
2019-12-27T16:26:17.220Z,17.9036,-66.5868,12,2.56,md,8,252,0.1405,0.06,pr,pr2019361014,2019-12-27T19:40:56.422Z,"12km SSE of Ponce, Puerto Rico",earthquake,0.88,0.46,0.24,5,reviewed,pr,pr
2019-12-27T16:06:09.680Z,18.9765,-67.7421,19,3.33,md,11,188,0.6478,0.65,pr,pr2019361013,2019-12-29T00:51:44.117Z,"66km NW of Aguadilla, Puerto Rico",earthquake,2.97,9.31,0.13,9,reviewed,pr,pr
2019-12-27T15:50:21.091Z,58.4982,-137.0888,0,2.7,ml,,,,1.03,ak,ak019gla8jun,2019-12-28T16:45:53.299Z,"79km W of Gustavus, Alaska",earthquake,,0.6,,,automatic,ak,ak
2019-12-27T13:58:40.191Z,60.2118,-152.8717,119.3,2.5,ml,,,,0.38,ak,ak019gl93frw,2019-12-28T06:08:20.040Z,"31km SSW of Redoubt Volcano, Alaska",earthquake,,0.4,,,automatic,ak,ak
2019-12-27T12:59:17.580Z,36.5449982,-121.0641632,8.88,2.54,md,28,84,0.03885,0.1,nc,nc73320316,2019-12-27T16:38:50.928Z,"7km ENE of Pinnacles, CA",earthquake,0.24,0.53,0.15,34,automatic,nc,nc
2019-12-27T10:56:46.730Z,19.1641,-67.2278,14,2.94,md,8,297,0.7063,0.38,pr,pr2019361012,2019-12-27T12:03:11.669Z,"75km N of San Antonio, Puerto Rico",earthquake,7.63,15.52,0.42,7,reviewed,pr,pr
2019-12-27T09:35:08.620Z,18.7896,-64.4221,40,3.24,md,3,348,1.5667,0.29,pr,pr2019361011,2019-12-27T12:02:53.357Z,"46km NNE of Road Town, British Virgin Islands",earthquake,7.18,19.42,0.02,3,reviewed,pr,pr
2019-12-27T08:57:48.527Z,59.0073,158.9654,14.87,4.7,mb,,94,4.241,0.66,us,us70006rh8,2019-12-27T09:24:56.040Z,"58km WSW of Palana, Russia",earthquake,9.6,5,0.046,144,reviewed,us,us
2019-12-27T08:34:00.986Z,2.889,127.343,75.39,4.5,mb,,100,2.103,0.66,us,us70006rgu,2019-12-27T08:55:31.040Z,"148km NNW of Tobelo, Indonesia",earthquake,7.7,8.6,0.099,30,reviewed,us,us
2019-12-27T08:11:46.220Z,19.1805,-67.7835,29,3.38,md,9,320,0.8522,0.32,pr,pr2019361010,2019-12-27T12:02:14.973Z,"93km NE of Punta Cana, Dominican Republic",earthquake,2.07,21.98,0.08,8,reviewed,pr,pr
2019-12-27T07:28:44.780Z,19.0856,-67.2115,44,3.1,md,5,319,0.6262,0.31,pr,pr2019361009,2019-12-27T12:01:07.261Z,"66km N of San Antonio, Puerto Rico",earthquake,2.86,6.96,0.06,4,reviewed,pr,pr
2019-12-27T07:02:27.851Z,38.274,39.0472,10,4.9,mww,,59,1.673,0.81,us,us70006rg4,2019-12-27T07:17:25.397Z,"4km S of Doganyol, Turkey",earthquake,3.4,1.9,0.08,15,reviewed,us,us
2019-12-27T05:42:16.477Z,-18.0347,-178.4009,570.2,4.3,mb,,74,3.389,0.85,us,us70006rfs,2019-12-27T06:07:02.040Z,"291km N of Ndoi Island, Fiji",earthquake,10.3,6.9,0.061,76,reviewed,us,us
2019-12-27T05:27:30.010Z,17.78,-68.4213,120,3.52,md,6,340,1.3311,0.09,pr,pr2019361008,2019-12-27T09:44:34.040Z,"70km S of Boca de Yuma, Dominican Republic",earthquake,2.02,1.51,0.12,5,reviewed,pr,pr
2019-12-27T05:25:13.480Z,19.0773,-68.0688,6,3.3,md,8,333,0.9097,0.5,pr,pr2019361007,2019-12-27T09:07:46.040Z,"89km NE of Punta Cana, Dominican Republic",earthquake,30.23,28.36,0.22,7,reviewed,pr,pr
2019-12-27T05:10:02.118Z,37.8971,142.7059,10,4.9,mb,,121,3.518,0.64,us,us70006rff,2019-12-27T05:35:42.040Z,"136km ESE of Ishinomaki, Japan",earthquake,6.4,1.9,0.062,83,reviewed,us,us
2019-12-27T04:53:47.232Z,-50.327,130.5338,10,5,mb,,129,16.649,1.09,us,us70006rf7,2019-12-27T05:09:18.040Z,"Western Indian-Antarctic Ridge",earthquake,13,1.9,0.107,28,reviewed,us,us
2019-12-27T04:46:26.093Z,59.7651,-152.1226,50.4,2.9,ml,,,,0.64,ak,ak019gl3nxlr,2019-12-27T05:13:47.040Z,"16km W of Anchor Point, Alaska",earthquake,,0.8,,,automatic,ak,ak
2019-12-27T04:26:54.630Z,19.1468,-68.0605,7,3.28,md,10,330,0.9586,0.45,pr,pr2019361006,2019-12-28T03:58:46.040Z,"89km NE of Punta Cana, Dominican Republic",earthquake,25.44,24.15,0.26,10,reviewed,pr,pr
2019-12-27T03:59:52.780Z,19.2886,-67.5633,15,3.04,md,5,316,0.9081,0.3,pr,pr2019361005,2019-12-28T03:53:30.040Z,"105km NNW of San Antonio, Puerto Rico",earthquake,10.03,19.83,0.12,5,reviewed,pr,pr
2019-12-27T03:46:11.460Z,19.1836,-67.4138,15,2.96,md,3,324,1.2158,0.23,pr,pr2019361004,2019-12-27T09:01:07.473Z,"83km NNW of San Antonio, Puerto Rico",earthquake,9.39,18.39,0.27,3,reviewed,pr,pr
2019-12-27T03:32:14.100Z,17.2348,-68.3018,44,3.56,md,8,334,1.4201,0.19,pr,pr2019361003,2019-12-28T03:46:40.040Z,"126km SSE of Boca de Yuma, Dominican Republic",earthquake,2.11,8.4,0.23,7,reviewed,pr,pr
2019-12-27T03:20:39.655Z,3.4555,-73.9805,10,4.6,mb,,92,1.421,1.22,us,us70006rer,2019-12-27T03:40:19.040Z,"8km SSE of Lejanias, Colombia",earthquake,6.5,1.9,0.058,89,reviewed,us,us
2019-12-27T02:21:47.880Z,35.77,-117.5951667,7.78,3.93,ml,40,41,0.04568,0.16,ci,ci39014215,2019-12-30T17:03:58.610Z,"17km W of Searles Valley, CA",earthquake,0.15,0.43,0.161,137,reviewed,ci,ci
2019-12-27T01:53:16.004Z,28.885,51.3613,38.28,5.1,mb,,73,5.838,0.9,us,us70006rec,2019-12-30T14:02:25.488Z,"44km SSE of Borazjan, Iran",earthquake,7.6,6.7,0.046,153,reviewed,us,us
2019-12-27T01:37:46.587Z,16.7917,-61.0227,35.02,4.8,mb,,103,0.478,1.02,us,us70006re9,2019-12-27T03:21:55.553Z,"54km N of Grande Anse, Guadeloupe",earthquake,6.6,7.4,0.042,176,reviewed,us,us
2019-12-27T01:30:44.290Z,19.2865,-67.6653,30,2.71,md,5,329,0.921,0.24,pr,pr2019361002,2019-12-27T06:28:26.619Z,"106km NW of San Antonio, Puerto Rico",earthquake,3.33,13.96,0.31,4,reviewed,pr,pr
2019-12-27T01:19:58.580Z,19.293,-67.3193,49,3.23,md,9,299,0.8513,0.14,pr,pr2019361000,2019-12-28T03:29:41.040Z,"85km N of San Antonio, Puerto Rico",earthquake,1.39,5.11,0.17,9,reviewed,pr,pr
2019-12-27T00:31:39.650Z,19.4626675,-155.5963287,-2.91,2.5,ml,49,52,0.01236,0.28,hv,hv71294281,2019-12-27T00:37:20.400Z,"28km E of Honaunau-Napoopoo, Hawaii",earthquake,0.45,0.25,3.18,22,automatic,hv,hv
2019-12-26T23:49:23.840Z,19.222,-67.2836,56,2.95,md,4,316,0.8601,0.3,pr,pr2019360026,2019-12-30T03:56:38.040Z,"92km NNW of Isabela, Puerto Rico",earthquake,3.72,8.71,0.18,3,reviewed,pr,pr
2019-12-26T23:42:59.222Z,59.4594,-152.116,37,2.5,ml,,,,0.91,ak,ak019gjrf18d,2019-12-30T06:43:27.040Z,"38km WSW of Homer, Alaska",earthquake,,0.8,,,automatic,ak,ak
2019-12-26T23:41:05.150Z,19.1796,-67.4681,60,2.56,md,5,319,0.7952,0.3,pr,pr2019360025,2019-12-30T04:01:30.040Z,"97km NNW of San Antonio, Puerto Rico",earthquake,2.61,5.67,0.54,5,reviewed,pr,pr
2019-12-26T23:24:10.340Z,18.7036,-67.7786,49,2.78,md,4,332,0.871,0.25,pr,pr2019360023,2019-12-27T06:26:31.651Z,"67km ENE of Punta Cana, Dominican Republic",earthquake,5.11,14.06,0.25,4,reviewed,pr,pr
2019-12-26T21:47:52.380Z,17.2985,-68.3718,28,3.06,md,8,238,1.4057,0.4,pr,pr2019360022,2019-12-30T06:44:24.040Z,"131km SSE of Boca de Yuma, Dominican Republic",earthquake,3.05,29.56,0.35,6,reviewed,pr,pr
2019-12-26T21:33:32.958Z,57.42,-152.099,34.1,3,ml,,,,0.31,ak,ak019gjq66xc,2019-12-30T06:47:19.040Z,"45km SSE of Kodiak, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-12-26T20:46:41.060Z,19.196,-67.3523,25,3,md,3,358,1.0545,0.07,pr,pr2019360021,2019-12-26T23:11:50.240Z,"82km NNW of San Antonio, Puerto Rico",earthquake,8.21,9.91,0,1,reviewed,pr,pr
2019-12-26T20:39:02.711Z,31.0097,-103.5343,2.42,2.6,ml,,69,0.201,0.36,us,us70006rbt,2019-12-26T22:11:55.040Z,"45km S of Pecos, Texas",earthquake,1.6,5.8,0.056,42,reviewed,us,us
2019-12-26T19:56:11.332Z,52.5343,-168.6432,35,4.1,mb,,235,0.457,1.03,us,us70006rbj,2019-12-26T21:52:15.267Z,"47km SSE of Nikolski, Alaska",earthquake,6.7,2,0.146,13,reviewed,us,us
2019-12-26T19:48:23.610Z,37.5821667,-118.8218333,9.9,3.62,mw,33,94,0.009746,0.06,nc,nc73319936,2019-12-30T22:44:55.823Z,"13km W of Toms Place, CA",earthquake,0.32,0.44,,4,reviewed,nc,nc
2019-12-26T19:24:55.965Z,32.3066,105.2109,10,4.5,mb,,93,4.188,0.64,us,us70006rbi,2019-12-26T22:04:06.040Z,"6km W of Qifo, China",earthquake,7.8,1.8,0.071,58,reviewed,us,us
2019-12-26T19:04:46.947Z,57.8001,158.9706,10,4.3,mb,,118,4.634,1.33,us,us70006rb2,2019-12-26T21:52:57.040Z,"18km E of Tigil', Russia",earthquake,7.2,1.9,0.106,26,reviewed,us,us
2019-12-26T19:04:31.504Z,-17.4475,-178.7843,567.81,4.8,mb,,76,3.031,0.72,us,us70006raz,2019-12-26T21:40:00.040Z,"226km ESE of Lambasa, Fiji",earthquake,12.3,6.8,0.028,388,reviewed,us,us
2019-12-26T18:09:03.622Z,59.0454,158.7635,10,4.4,mb,,209,4.131,0.68,us,us70006r9j,2019-12-26T21:31:27.040Z,"69km W of Palana, Russia",earthquake,7.2,2,0.054,100,reviewed,us,us
2019-12-26T17:47:09.402Z,39.6522,95.3787,10,4.1,mb,,129,10.522,0.9,us,us70006r9d,2019-12-26T21:25:18.040Z,"89km SSW of Guazhou, China",earthquake,6.6,1.9,0.114,21,reviewed,us,us
2019-12-26T17:21:42.376Z,58.7872,158.866,15.58,4.9,mb,,108,4.239,0.78,us,us70006r99,2019-12-26T17:40:19.040Z,"73km WSW of Palana, Russia",earthquake,9.4,2.4,0.035,260,reviewed,us,us
2019-12-26T17:13:51.402Z,58.8427,158.7756,16.99,5.4,mww,,87,4.18,0.62,us,us70006r97,2019-12-30T18:06:42.040Z,"74km WSW of Palana, Russia",earthquake,7.9,3.8,0.078,16,reviewed,us,us
2019-12-26T17:00:13.160Z,19.4938333,-155.6766667,3.27,3.02,ml,63,50,0.02672,0.15,hv,hv71293756,2019-12-31T01:00:54.054Z,"20km E of Honaunau-Napoopoo, Hawaii",earthquake,0.28,0.43,0.157,46,reviewed,hv,hv
2019-12-26T16:59:54.254Z,-3.3404,130.7359,47.95,4.4,mb,,46,1.567,1.13,us,us70006r96,2019-12-27T17:10:42.040Z,"202km E of Amahai, Indonesia",earthquake,6.3,6.3,0.107,32,reviewed,us,us
2019-12-26T16:52:12.250Z,18.525,-66.7738,118,2.77,md,8,201,0.1794,0.35,pr,pr2019360020,2019-12-27T16:39:11.040Z,"5km NNE of Carrizales, Puerto Rico",earthquake,2.79,1.8,0.1,7,reviewed,pr,pr
2019-12-26T15:15:13.236Z,-55.7473,-27.1713,18.78,5.2,mww,,46,5.558,0.83,us,us70006r89,2019-12-27T15:45:17.040Z,"106km N of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,10.1,3.8,0.078,16,reviewed,us,us
2019-12-26T15:14:33.245Z,-55.6399,-27.1756,24.79,4.6,mb,,80,5.535,1.06,us,us70006rkg,2019-12-27T16:12:33.040Z,"118km N of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,11.7,5.2,0.098,35,reviewed,us,us
2019-12-26T14:44:12.137Z,63.1811,-150.625,127.1,3.3,ml,,,,0.57,ak,ak019gjm2h0o,2019-12-27T03:11:55.192Z,"87km WSW of Cantwell, Alaska",earthquake,,0.6,,,automatic,ak,ak
2019-12-26T14:22:06.850Z,19.1905,-67.6226,18,3.18,md,9,328,0.8187,0.37,pr,pr2019360018,2019-12-26T17:51:53.040Z,"78km NW of San Antonio, Puerto Rico",earthquake,13.43,26.92,0.17,5,reviewed,pr,pr
2019-12-26T12:19:52.363Z,11.1734,122.706,38.3,4.9,mb,,86,8.194,0.91,us,us70006r7h,2019-12-27T02:12:46.520Z,"1km SW of Alimono, Philippines",earthquake,8.8,5.4,0.06,108,reviewed,us,us
2019-12-26T10:52:22.700Z,3.5624,-74.032,10,4.4,mb,,83,1.306,0.83,us,us70006r6t,2019-12-27T22:12:47.440Z,"4km NNW of Lejanias, Colombia",earthquake,6.8,1.9,0.079,46,reviewed,us,us
2019-12-26T10:40:54.440Z,19.1321,-67.631,26,3.09,md,9,323,0.7629,0.32,pr,pr2019360015,2019-12-26T13:05:51.240Z,"90km NW of San Antonio, Puerto Rico",earthquake,2.3,20.72,0.17,4,reviewed,pr,pr
2019-12-26T10:38:21.600Z,19.197,-67.6978,39,2.87,md,6,330,0.9361,0.48,pr,pr2019360014,2019-12-26T13:05:05.904Z,"100km NE of Punta Cana, Dominican Republic",earthquake,5.83,29.22,0.3,6,reviewed,pr,pr
2019-12-26T10:37:11.900Z,18.975,-67.8278,19,3.07,md,11,321,0.6858,0.36,pr,pr2019360010,2019-12-26T11:20:28.790Z,"74km NE of Punta Cana, Dominican Republic",earthquake,11.91,24.09,0.26,9,reviewed,pr,pr
2019-12-26T10:36:37.457Z,30.982,113.4582,10,5,mb,,54,8.691,0.96,us,us70006r6e,2019-12-28T08:46:43.926Z,"5km S of Tiandian, China",earthquake,9.3,1.9,0.054,109,reviewed,us,us
2019-12-26T10:16:33.940Z,19.0186,-67.6478,24,2.64,md,4,326,0.7692,0.19,pr,pr2019360013,2019-12-26T12:10:24.760Z,"82km NW of San Antonio, Puerto Rico",earthquake,1.77,14.47,0.15,4,reviewed,pr,pr
2019-12-26T10:13:38.190Z,19.1706,-67.3488,40,3,md,4,326,1.0162,0.25,pr,pr2019360012,2019-12-26T12:10:02.308Z,"79km NNW of San Antonio, Puerto Rico",earthquake,3.41,15.57,0.06,3,reviewed,pr,pr
2019-12-26T09:47:46.410Z,18.2711,-67.4605,137,3.33,md,9,223,0.1149,0.44,pr,pr2019360011,2019-12-26T12:09:41.404Z,"23km WSW of Rincon, Puerto Rico",earthquake,4.61,1.97,0.24,5,reviewed,pr,pr
2019-12-26T09:28:57.641Z,-21.0878,-70.4989,51.52,4.3,mb,,173,0.418,0.69,us,us70006r5y,2019-12-27T05:32:41.264Z,"102km SSW of Iquique, Chile",earthquake,6.1,8.4,0.188,8,reviewed,us,us
2019-12-26T09:26:41.426Z,38.7817,141.5243,63.5,4.9,mb,,122,2.671,0.9,us,us70006r5w,2019-12-26T11:26:53.575Z,"36km SSW of Ofunato, Japan",earthquake,8.6,6.8,0.048,136,reviewed,us,us
2019-12-26T09:24:35.995Z,-5.4887,150.8466,121.95,5.2,mb,,40,4.875,0.79,us,us70006r5x,2019-12-26T19:48:47.837Z,"78km E of Kimbe, Papua New Guinea",earthquake,5.1,7.1,0.041,201,reviewed,us,us
2019-12-26T08:45:13.160Z,19.0411,-67.1825,32,2.68,md,4,316,0.816,0.29,pr,pr2019360009,2019-12-26T12:09:15.980Z,"61km N of San Antonio, Puerto Rico",earthquake,3.22,19.23,0.22,4,reviewed,pr,pr
2019-12-26T08:28:40.330Z,19.4386,-67.8836,62,3.38,md,14,331,1.129,0.39,pr,pr2019360008,2019-12-26T10:31:39.040Z,"116km NNE of Punta Cana, Dominican Republic",earthquake,4.4,14.1,0.33,13,reviewed,pr,pr
2019-12-26T08:13:47.250Z,39.3505,-119.993,9,2.7,ml,30,35.13,0.067,0.1371,nn,nn00714016,2019-12-27T02:07:41.151Z,"11km N of Incline Village, Nevada",earthquake,,1,0.45,6,reviewed,nn,nn
2019-12-26T07:22:10.378Z,-7.844,106.7599,54.71,4.7,mb,,54,3.728,0.69,us,us70006r59,2019-12-26T07:49:49.040Z,"46km S of Buniasih, Indonesia",earthquake,8.4,2.6,0.078,50,reviewed,us,us
2019-12-26T06:48:24.110Z,19.2151,-67.7508,39,2.7,md,4,343,0.9838,0.38,pr,pr2019360007,2019-12-26T10:42:22.040Z,"95km NW of San Antonio, Puerto Rico",earthquake,6.86,23.55,0.17,4,reviewed,pr,pr
2019-12-26T06:29:06.940Z,19.0261,-67.6855,26,2.82,md,6,336,0.8012,0.25,pr,pr2019360006,2019-12-26T10:49:24.040Z,"88km NW of San Antonio, Puerto Rico",earthquake,2.8,16.2,0.05,6,reviewed,pr,pr
2019-12-26T06:28:01.500Z,19.1875,-67.928,39,2.91,md,5,340,1.0888,0.26,pr,pr2019360005,2019-12-26T10:55:21.040Z,"81km NE of Punta Cana, Dominican Republic",earthquake,3.52,16.53,0.05,5,reviewed,pr,pr
2019-12-26T06:27:49.892Z,5.5337,-75.2678,78.58,4.4,mb,,54,1.164,0.61,us,us70006r4u,2019-12-26T13:53:46.359Z,"13km SW of Narino, Colombia",earthquake,5.7,10,0.067,65,reviewed,us,us
2019-12-26T05:55:32.156Z,58.8214,158.8209,10,4.9,mb,,97,4.208,0.54,us,us70006r4p,2019-12-26T06:18:35.040Z,"73km WSW of Palana, Russia",earthquake,8.1,1.9,0.029,370,reviewed,us,us
2019-12-26T04:12:00.180Z,35.9508333,-117.366,2.74,3.32,ml,39,67,0.08986,0.15,ci,ci39013663,2019-12-26T21:55:20.670Z,"21km N of Searles Valley, CA",earthquake,0.19,0.4,0.126,271,reviewed,ci,ci
2019-12-26T03:48:30.386Z,3.398,-74.0126,10,4.8,mb,,116,1.469,1.13,us,us70006r41,2019-12-26T10:58:40.468Z,"3km ENE of Mesetas, Colombia",earthquake,9.4,1.9,0.031,323,reviewed,us,us
2019-12-26T02:26:14.960Z,19.0333,-67.167,7,2.88,md,5,334,0.5685,0.05,pr,pr2019360002,2019-12-26T07:30:11.111Z,"60km NNW of Isabela, Puerto Rico",earthquake,1.26,1.3,0.05,5,reviewed,pr,pr
2019-12-26T02:21:35.403Z,-22.0846,173.1524,59.95,5.5,mww,,102,5.308,1.22,us,us70006r3m,2019-12-30T18:15:52.040Z,"118km ENE of Ile Hunter, New Caledonia",earthquake,9.5,6.8,0.08,15,reviewed,us,us
2019-12-26T02:16:56.635Z,-22.0043,173.7065,10,5.1,mb,,123,5.828,1.25,us,us70006r3l,2019-12-26T02:51:17.040Z,"94km WSW of Ceva-i-Ra, Fiji",earthquake,10.2,1.9,0.069,68,reviewed,us,us
2019-12-26T02:06:38.682Z,-22.2079,173.2073,10,5.1,mb,,123,5.345,1.32,us,us70006r3i,2019-12-26T02:27:39.040Z,"121km E of Ile Hunter, New Caledonia",earthquake,11.3,1.9,0.055,106,reviewed,us,us
2019-12-25T23:15:06.818Z,32.9658,-118.9975,9.9,3.4,ml,,211,1.38,0.66,us,us70006r2m,2019-12-26T14:48:44.224Z,"75km WSW of Avalon, California",earthquake,7.2,10.4,0.031,138,reviewed,us,us
